id_lancamento;data_lancamento;competencia;centro_custo;projeto;unidade;fornecedor;cnpj;categoria;subcategoria;tipo_documento;numero_documento;descricao;quantidade;valor_unitario;valor_total;moeda;forma_pagamento;status_pagamento;aprovador
386;26/09/2022;2022-09;OBRAS;PONTE AMAZÔNIA;BRASÍLIA;Companhia de Máquinas Orion;2,16834E+14;Materiais;Epis;NFS-e;196856;EPIs referente a Ponte Amazônia;20.0;849.7;16994.0;BRL;Cartão;Pendente;CARLA LIMA
1006;11/01/2022;2022-01;Obras;Linha 4 metro sp;Manaus;Topografia Silva ME;2,3398E+13;Pessoal;nan  ;Nf-e;561631;Benefícios referente a Linha 4 Metro SP;20.0;268.97;5379.4;BRL;TED;Pendente;Marta Souza
1103;05/03/2023;202303;Obras;SANEAMENTO PE;Manaus; CloudTec Soluções;7,55053E+14;Viagens;Alimentação;Boleto;456849;Alimentação referente a Saneamento PE;2.0;456.96;913.92;BRL;TED;Em análise;Fernanda Nunes
602;16/11/2023;2023-11;MANUTENÇÃO;Translado Offshore;Porto Alegre;Constrular LTDA  ;5,72233E+14;Pessoal;Recrutamento;NFS-e;;Recrutamento referente a Translado Offshore;2.0;291.27;582.54;BRL;Cartão;Rejeitado;Renato Leal
1138;06/06/2025;2025-06;Logística;DataCenter Recife;São Paulo;Global Tools Brasil;6,67208E+13;Pessoal;Recrutamento  ;Di;831393;;1.0;;819.79;BRL;Cartão;Aprovado;Fernanda Nunes
244;23/02/2022;2022-02;Manutenção;DataCenter Recife;Salvador; CloudTec Soluções;51.261.549/0931-30;Energia;Geradores;NFS-e;107644;Geradores referente a DataCenter Recife;1.0;360.63;360.63;BRL;PIX;Rejeitado;Carla Lima
1888;08/08/2023;2023-08;RH;Ferrovias Centro-Oeste;Natal;Hotelaria Nordeste;14.817.273/3643-62;Locação;EQUIPAMENTOS;NF-e  ;396856; Equipamentos referente a Ferrovias Centro-Oeste;5.0;182.34;911.7;BRL;Caixa;Aprovado;
803;04/07/2025;2025-07;Financeiro;Linha 4 Metro SP;NATAL;Oficina do Aço;2,00643E+11;Consultoria;Auditoria;NF-e;497857;Auditoria referente a linha 4 metro sp;4.0;353.24;1412.96;USD;Cartão;Pago;Carla Lima
1948;14/02/2025;2025-02;RH;Ponte Amazônia; nan;Consultoria delta;2,25424E+13;Energia;Diesel;Di;755160;Diesel referente a Ponte Amazônia;1.0;500.94;500.94;BRL;PIX;Em análise;Fernanda Nunes  
1594;02/03/2024;2024-03;Compras;DataCenter Recife;Manaus  ;Transportes Atlântico;6,61491E+13;Serviços;Soldagem;NF-e;963294;Soldagem referente a DataCenter Recife;1.0;810.4;810.4;USD;Caixa;Pendente;João Pereira
313;13/02/2025;2025-02; Administrativo;NAN;Recife;Transportes Atlântico  ;63.019.930/7839-21;Consultoria;Auditoria;Boleto;494780;Auditoria referente a Refinaria RN – URGENTE;1.0;177.5;177.5;BRL;PIX;Pendente;
436;05/07/2023;2023-07;TI  ;Refinaria RN;Salvador;CloudTec Soluções;3,76869E+13;Segurança;Treinamento;NFS-e;;Treinamento referente a Refinaria RN;20.0;392.72;7854.4;BRL;Cartão;APROVADO;Bruno Araújo
1456;06/02/2022;2022-02;Compras;DataCenter Recife;Manaus  ;Topografia Silva ME  ;2,13134E+13; Materiais;Ferramentas;NFS-e;364297;Ferramentas referente a DataCenter Recife;10.0;630.2;6302.0;BRL;Caixa; Pago;João Pereira
137;06/04/2022;2022-04;Obras;DataCenter Recife;Recife;Hotelaria Nordeste;58.313.029/8945-24;Segurança  ;Brigada; Di;822241;Brigada referente a DataCenter Recife;2.0;261.77;523.54;BRL;Caixa;Rejeitado;Paulo Andrade
309;30/08/2023;2023-08;Compras;DataCenter Recife;Recife  ;Global Tools Brasil;;Locação;Equipamentos;NF-e;643964;Equipamentos referente a DataCenter Recife;1.0;84.4;84.4;BRL;PIX;Aprovado;Paulo andrade
431;30/06/2024;2024-06;Compras;Saneamento PE;Natal;Hotelaria Nordeste;;Pessoal;;Recibo;853354;Horas Extras referente a Saneamento PE;3.0;354.22;1062.66;BRL;Cartão; Pendente;FERNANDA NUNES
661;26/05/2024;2024-05;Compras;Porto Sul;Recife;Transportes Atlântico;;Consultoria;Auditoria;NFS-e;320237;Auditoria referente a Porto Sul;4.0;398.0;1592.0;BRL;Caixa;Pago;CARLA LIMA
1308;07/09/2024;2024-09;Logística;Saneamento PE;São Paulo;Oficina do Aço;;Viagens;nan  ;NFS-e;;Passagens referente a Saneamento PE;10.0;749.56;7495.6;BRL;Boleto;Aprovado;Renato Leal
371;21/09/2022;2022-09;Financeiro  ; Linha 4 Metro SP;Brasília;Hotelaria Nordeste;40.999.049/8003-31;Viagens;TRASLADOS;NFS-e;685690;Traslados referente a Linha 4 Metro SP  ;1.0;268,7;268,7;EUR;Boleto;Pendente  ;João Pereira
567;15/05/2023;2023-05;Compras;FERROVIAS CENTRO-OESTE;São Paulo;Alfa Energia S.A.;3,68138E+11;Serviços;Soldagem;Di;307978;Soldagem referente a Ferrovias Centro-Oeste;1.0;644.34;644.34;BRL;PIX;Pendente;Renato Leal
1174;16/02/2025;2025-02;Engenharia;Saneamento PE;Belo Horizonte;Metalúrgica Phoenix;3,44233E+11;Pessoal;Treinamento;Di;206252;Treinamento referente a Saneamento PE;20.0;337.59;6751.8;BRL;Cartão;Em análise;Paulo Andrade
1384;20/10/2022;2022-10; Segurança;Refinaria RN;Natal;Logisway Transportes;1,09926E+13;Energia;;Di;794660;Diesel referente a Refinaria RN  ;1.0;937.45;;BRL;TED  ;Em análise;Paulo Andrade
825;20/01/2024;2024-01;Engenharia;DataCenter Recife;Fortaleza;Constrular LTDA;8,20499E+13;SEGURANÇA;Alarmes;Recibo;;Alarmes referente a DataCenter Recife;5.0;337.02;;BRL;Ted;Pendente;Carla Lima
182;08/08/2022;2022-08;Administrativo;Refinaria RN;Recife;Companhia de Máquinas Orion;67.852.920/4388-49;Serviços;Soldagem;Boleto;825516;;;1990.72;9953.6;BRL;; Pendente;Renato Leal
1379;03/01/2022;2022-01;Engenharia;Ferrovias Centro-Oeste;Natal;Oficina do Aço;2,12643E+14; Locação;Máquinas; NF-e;373370;Máquinas referente a Ferrovias Centro-Oeste;;228.29;4565.8;USD;Caixa;Rejeitado;Bruno Araújo
622;06/01/2024;2024-01;Rh;Saneamento PE; São Paulo;Oficina do Aço;25.950.522/2997-43;Energia;nan  ;Di;785795;Combustível referente a Saneamento PE  ;20.0;817.83;16356.6;BRL;Caixa;Aprovado;Paulo Andrade
967;08/07/2023;2023-07;FINANCEIRO;;Recife; Serviços Gerais BR;40.580.772/8729-42 ;Pessoal  ;; Boleto;592314;Recrutamento referente a Refinaria RN;20.0;-270.02;5568.0;BRL;TED;Rejeitado;Paulo Andrade
1287;14/08/2024;2024-08;Logística;Ponte Amazônia;Porto Alegre;COMPANHIA DE MÁQUINAS ORION;2,04006E+13;Locação;;Di;751222;Galpão referente a Ponte Amazônia;3.0;484.8;1454.4;BRL;;Pendente;Renato Leal
1544;02/11/2022;2022-11;Segurança;DataCenter Recife;Porto alegre;Constrular LTDA  ;3,82499E+11;Serviços;Topografia;NF-e;;Topografia referente a DataCenter Recife;4.0;-390.99;;BRL;Boleto  ;Aprovado;Marta Souza  
814;28/01/2022;2022-01;RH;Usina solar mg;Salvador;Consultoria Delta;5,83885E+14;Serviços;Limpeza;NF-e;;Limpeza referente a Usina Solar MG;2.0;642.36;1284.72;BRL;PIX;Pago;Paulo Andrade
1538;04/06/2024;2024-06;Manutenção;Translado Offshore;Recife;Serviços Gerais BR;9,65648E+13;Pessoal;Nan;Di;605830;Treinamento referente a Translado Offshore;2.0;435.78;871.56;BRL;Caixa;Pendente  ;Renato Leal
1989;09/06/2024;2024-06;Logística;;Curitiba; Metalúrgica Phoenix;4,2016E+11;Energia;Eletricidade;Boleto;979728;Eletricidade referente a refinaria rn;3.0;1488.78;4466.34;BRL;TED;Pendente;Marta Souza
779;18/06/2023;2023-06;Logística;Ferrovias Centro-Oeste;São Paulo;Companhia de máquinas orion;5,36134E+13;Serviços;Terceirização;Nfs-e;;Terceirização referente a Ferrovias Centro-Oeste  ;5.0;1401.81;;BRL;TED;Aprovado;Carla Lima
562;26/09/2023;2023-09;Manutenção;Ferrovias Centro-Oeste;Manaus; Transportes Atlântico;5,06258E+14;TI;Suporte;Boleto;594222;Suporte referente a Ferrovias Centro-Oeste;1.0;555.36;555.36;BRL;Caixa;Em análise  ;Marta Souza
297;10/04/2025;2025-04;Engenharia;Usina Solar MG;Salvador;Companhia de Máquinas Orion;9,20007E+14;TI;Hardware;Di;892594;Hardware referente a Usina Solar MG;2.0;448,49;896,98;BRL;PIX;Em análise;Carla Lima
1044;21/10/2024;2024-10;ENGENHARIA;Usina Solar MG;Recife;Metalúrgica Phoenix;9,89579E+13;SEGURANÇA;Vigilância;Boleto;793586;Vigilância referente a usina solar mg;1.0;188.85;188.85;BRL;Boleto;Aprovado;Paulo Andrade
462;15/07/2025;2025-07;Compras;LINHA 4 METRO SP;Porto Alegre;CloudTec Soluções;9,41996E+13;Energia  ;Diesel;Di;131611;Diesel referente a Linha 4 Metro SP;3.0;;1923.12;USD;PIX;Pendente;Bruno Araújo
1914;14/07/2025;2025-07;Engenharia;Translado Offshore;Brasília;OFICINA DO AÇO;2,49712E+12;Serviços;Terceirização;NF-e  ;955558; Terceirização referente a Translado Offshore;;;574.32;BRL;Cartão;Em análise;Renato Leal
1271;25/05/2025;2025-05;Administrativo;Translado offshore;Manaus;Logisway Transportes;8,80562E+13;Locação;Equipamentos  ;Boleto;580826;Equipamentos referente a Translado Offshore;1.0;479.83;479.83;BRL;Caixa;Pago;Bruno Araújo  
905;16/10/2023;2023-10;Logística;;Salvador;Consultoria Delta;1,03983E+11;Logística;Frete  ;Nfs-e;965081;Frete referente a Ferrovias Centro-Oeste;;694.31;2082.93;BRL;Caixa;PENDENTE;Marta Souza
378;26/05/2024;2024-05;Engenharia;DataCenter Recife;Porto Alegre;Oficina do Aço  ;3,16191E+11;Viagens;Diárias;Nfs-e;463113;Diárias referente a DataCenter Recife;;256.71;256.71;BRL;Boleto;Pago;Bruno Araújo
799;17/02/2022;2022-02;Manutenção;Porto Sul;Brasília;Alfa Energia S.A.;3,98E+14;Viagens;Hospedagem;Boleto;243041;Hospedagem referente a Porto Sul;3.0;474.69;1424.07;BRL;Caixa;Em análise;Paulo Andrade
1944;11/02/2023;2023-02;RH;Ferrovias Centro-Oeste;Manaus  ;Global Tools Brasil;8,51626E+11;TI;Suporte;NF-e;186527;Suporte referente a Ferrovias Centro-Oeste;3.0;317.75;953.25;BRL;Caixa;Pendente;Bruno Araújo
106;15/05/2022;2022-05;RH;Linha 4 Metro SP;SALVADOR;Segurpro monitoramento;9,78647E+14;Logística; Despacho;Nf-e;672678;Despacho referente a Linha 4 Metro SP;;224.31;2243.1;BRL;PIX;Em análise;Bruno Araújo
127;05/03/2024;2024-03;Financeiro;Usina solar mg;;Logisway Transportes;06.002.933/1023-27;Energia;Eletricidade;Boleto  ;;Eletricidade referente a Usina Solar MG – URGENTE;20.0;915.42;18308.4;EUR;TED;Em análise;Renato Leal  
840;22/03/2024;2024-03;Logística;Refinaria RN;Porto Alegre;Hotelaria Nordeste;;TI;Cloud;Boleto;317011;Cloud referente a Refinaria RN;1.0;531.17;531.17;BRL;TED;Pago;Paulo Andrade
1986;12/01/2025;2025-01;Engenharia;Ponte Amazônia;Salvador;CloudTec Soluções;1,54264E+11;Serviços;Soldagem;NF-e;;Soldagem referente a Ponte Amazônia;;593.91;1781.73;USD;Boleto;APROVADO;Paulo Andrade
888;28/07/2023;2023-07; Financeiro;Linha 4 Metro SP;BELO HORIZONTE;Logisway Transportes;8,11983E+13;Viagens  ;Hospedagem  ;NFS-e;872497;Hospedagem referente a Linha 4 Metro SP;2.0;620.31;1240.62;BRL; nan;PENDENTE;Fernanda nunes
1224;08/12/2022;2022-12;COMPRAS;Usina Solar MG;Porto Alegre;Alfa Energia S.A.;72.288.836/7408-52;Consultoria;Engenharia;Di;845967;Engenharia referente a Usina Solar MG;2.0;198.03;396.06;BRL;Caixa;Pendente;Marta Souza
991;05/08/2024;2024-08;Logística;Linha 4 Metro SP;Brasília  ;SegurPro Monitoramento;5,1354E+11;Segurança  ; Brigada;Boleto;; Brigada referente a Linha 4 Metro SP;3.0;460.9;1382.7;BRL;TED; Pendente;Fernanda Nunes
356;20/02/2022;2022-02;Administrativo;Usina Solar MG;São Paulo;LOGISWAY TRANSPORTES;49.597.404/2376-41; Logística;Embalagens;NFS-e;515545;Embalagens referente a Usina Solar MG;2.0;1097.1;2194.2;BRL;Caixa;EM ANÁLISE;Marta Souza
1740;27/06/2025;2025-06;ADMINISTRATIVO;Linha 4 Metro SP;Fortaleza;Consultoria Delta;90.344.021/6427-00 ;Pessoal;Treinamento; Boleto;882977;Treinamento referente a Linha 4 Metro SP;1.0;450.73;450.73;BRL;PIX;Pendente;Marta Souza
683;02/04/2024;2024-04;Logística;Usina solar mg;Salvador;Serviços Gerais BR  ;9,76095E+11;Energia;Combustível;NFS-e;678121;;1.0;315.82;315.82;BRL;Cartão;Aprovado;Fernanda Nunes
1656;11/03/2024;2024-03;Administrativo;Linha 4 Metro SP;;Topografia Silva ME;4,97529E+14;Segurança; Brigada;NF-e;453322;Brigada referente a Linha 4 Metro SP;5.0;386.55;1932.75;EUR;TED;Pago  ;NAN
1980;08/11/2022;2022-11;Segurança;Refinaria RN;São Paulo;Global Tools Brasil;8,2545E+11;Pessoal;Horas Extras;BOLETO;620108;;4.0;1495.53;5982.12;BRL;Boleto;Rejeitado;João Pereira
1667;20/09/2024;2024-09;Compras;SANEAMENTO PE;São Paulo  ;Metalúrgica Phoenix  ;3,30027E+11;Logística  ;Embalagens;Di;797143;Embalagens referente a Saneamento PE;5.0;286.17;1430.85;BRL;Ted;Pendente; Bruno Araújo
210;12/08/2024;2024-08; Financeiro;Ponte Amazônia; Brasília;Transportes Atlântico;1,08869E+13;Energia;Gás;Boleto;375677;Gás referente a Ponte Amazônia;2.0;366.88;733.76;BRL;Caixa;EM ANÁLISE;NAN
1559;28/05/2024;2024-05;MANUTENÇÃO;Eólicas ne;FORTALEZA;Constrular ltda;5,99759E+13;Locação;Equipamentos;NFS-e;472279;Equipamentos referente a Eólicas NE;2.0;702.57;1405.14;BRL;PIX;Pendente;João Pereira
1894;09/05/2023;2023-05;Obras;DataCenter Recife;Belo Horizonte;Global Tools Brasil;8,00972E+11;Locação;Galpão;Di;303762;Galpão referente a DataCenter Recife;;133.42;1334.2;BRL;PIX;Pendente;João Pereira
141;09/04/2025;2025-04;Segurança;Ferrovias Centro-Oeste;Recife;Constrular LTDA;4,63084E+12;Serviços;Topografia;NFS-e  ;306355; nan;4.0;1248.36;4993.44;BRL;Boleto;REJEITADO;Paulo Andrade
1554;05/04/2023;2023-04;Engenharia;SANEAMENTO PE;;Topografia Silva ME;82.838.763/8305-39;Consultoria; Jurídica;NF-e  ;997451;Jurídica referente a Saneamento PE;4.0;815.71;3262.84;BRL;Boleto;Aprovado;Marta Souza
1772;14/01/2022;2022-01;TI;Refinaria rn;Curitiba  ;Alfa energia s.a.;8,04671E+13;Viagens;Diárias;Di;881441;Nan;2.0;441.75;202.03;BRL;Cartão;Pago;Carla Lima
1806;18/11/2023;2023-11;Financeiro;Saneamento PE;Fortaleza;Metalúrgica Phoenix;4,26926E+11;Viagens;Traslados;Di;428734;Traslados referente a Saneamento PE;1.0;119.61;119.61;BRL;Boleto;Pago;João Pereira
1856;11/10/2024;2024-10;RH;Ponte Amazônia  ;Belo Horizonte;Global tools brasil;10.965.448/8526-34;Segurança;;Boleto;299227;Treinamento referente a Ponte Amazônia;2.0;481.4;962.8;USD;Cartão;Em análise  ;Paulo Andrade
1188;27/03/2025;2025-03;Manutenção;Linha 4 Metro SP;Porto Alegre;Topografia Silva ME;3,13352E+14;Locação;Veículos;Boleto;624189;;5.0;158.05;790.25;BRL;TED;Em análise;
1626;21/01/2023;2023-01;Financeiro  ; Saneamento PE;Salvador;Hotelaria Nordeste;1,69639E+14;Serviços;Soldagem;Di;386949;Soldagem referente a Saneamento PE  ;2.0;457.26;;BRL; Boleto;Pago;Renato Leal  
1546;05/12/2023;2023-12;Financeiro;REFINARIA RN;Belo Horizonte;METALÚRGICA PHOENIX;7,28333E+13;Logística;Embalagens;NFS-e;;Embalagens referente a Refinaria RN;2.0;524.84;1049.68;BRL;Boleto;Aprovado;Bruno Araújo
712;10/02/2024;2024-02;ADMINISTRATIVO;Ponte amazônia;Belo Horizonte;Consultoria Delta;;Locação;Máquinas;Di;270719;Máquinas referente a Ponte Amazônia;5.0;1377.17;6885.85;BRL;Boleto;Pago  ;Fernanda Nunes
1369;28/11/2023;2023-11;Logística;Eólicas NE;SALVADOR;Logisway Transportes;8,40356E+13;Serviços;Montagem;DI;;Montagem referente a eólicas ne;20.0;1097.58;21951.6;BRL;Boleto;Em análise;MARTA SOUZA
1023;19/09/2024;2024-09;TI;Saneamento PE;Fortaleza;Topografia Silva ME;2,40604E+14;Locação;; Recibo;349296;Máquinas referente a Saneamento PE;1.0;132.76;;BRL; PIX; Aprovado;FERNANDA NUNES
1813;14/08/2024;2024-08;ADMINISTRATIVO;Ponte Amazônia;Curitiba; Transportes Atlântico;1,9611E+14;Pessoal;FOLHA; NF-e;952316;Folha referente a Ponte Amazônia;10.0;293,03;2930,3;BRL;PIX;Rejeitado;Paulo Andrade
1904;04/01/2025;2025-01;Logística;Refinaria RN;;GeoMap Engenharia;93.297.973/1223-11;Consultoria; Ambiental;NFS-e;182675;Ambiental referente a Refinaria RN;1.0;247.32;247.32;BRL;Boleto;Aprovado;João Pereira
1304;17/02/2024;2024-02;MANUTENÇÃO;Porto Sul;Porto Alegre;Oficina do Aço;90.940.484/1198-47;TI;Cloud;Boleto;654838;Cloud referente a Porto Sul;3.0;334,87;1004,61;BRL;TED;Pago;Paulo Andrade
11;29/03/2022;2022-03;Rh;Porto Sul;Natal;Constrular LTDA;9,31653E+13;Segurança;Treinamento;Boleto;654856;Treinamento referente a Porto Sul;20.0;497.65;9953.0;BRL;;PAGO;João Pereira  
1828;05/10/2024;2024-10;MANUTENÇÃO;Ferrovias Centro-Oeste;;Global tools brasil;5,28322E+11; Serviços;Soldagem;Recibo;746399;Soldagem referente a Ferrovias Centro-Oeste – URGENTE;3.0;266.67;800.01;USD;Cartão;Em análise;João Pereira
1217;10/02/2022;2022-02;RH;Nan; Recife;Constrular LTDA;;Logística;Armazenagem;Boleto;925116;Armazenagem referente a Saneamento PE;5.0;449.15;2245.75;BRL;Cartão;Rejeitado;Carla Lima
283;14/08/2022;2022-08;Logística;Eólicas NE;Curitiba;Logisway Transportes;5,00763E+13;Energia;Eletricidade;Di;507972;Eletricidade referente a Eólicas NE  ;2.0;;;BRL;PIX;Pendente  ;Carla Lima
811;27/12/2023;2023-12;Manutenção;Translado Offshore;Brasília;Metalúrgica Phoenix;09.564.059/4596-61;Consultoria;FISCAL;Boleto  ;;FISCAL REFERENTE A TRANSLADO OFFSHORE;;903.89;1807.78;BRL;Boleto;Rejeitado;Marta Souza
1183;28/07/2024;2024-07;Logística;Refinaria RN;Brasília;Companhia de Máquinas Orion;7,07608E+14;TI  ;Licenças;Di;680531;Licenças referente a Refinaria RN;2.0;245,68;491,36;BRL;PIX;Pago;Bruno Araújo  
292;21/10/2023;2023-10;Engenharia;Ferrovias Centro-Oeste;Curitiba;Topografia Silva ME;9,13169E+13;Pessoal; Benefícios;NF-e;160555;Benefícios referente a Ferrovias Centro-Oeste;4.0;449.71;;USD;CARTÃO;Rejeitado;Paulo Andrade
932;22/05/2024;202405;RH;Translado Offshore;Fortaleza; Logisway Transportes;2,96607E+11;Segurança;;Boleto  ;541049;Vigilância referente a Translado Offshore  ;2.0;17529.97;1154.04;BRL;PIX; Pago;Paulo Andrade
755;22/02/2022;2022-02;Compras;Refinaria RN;Porto Alegre;Topografia Silva ME;5,70302E+13;Serviços;Limpeza;Recibo;835343;Limpeza referente a Refinaria RN;1.0;366.3;366.3;EUR;Caixa;Aprovado;Renato Leal
627;30/10/2023;2023-10;Financeiro;Ponte Amazônia;São Paulo;Serviços Gerais BR;4,61097E+13;Pessoal;Benefícios;Recibo;161055;Benefícios referente a Ponte Amazônia;4.0;453.08;;BRL;Boleto;Pago;Marta Souza
1209;06/02/2025;2025-02;Obras;NAN; Porto Alegre;COMPANHIA DE MÁQUINAS ORION;1,80407E+11;Consultoria; nan;NFS-E;994424;ENGENHARIA REFERENTE A LINHA 4 METRO SP – URGENTE;2.0;180.02;360.04;USD;Cartão;Pendente;Renato Leal
1019;21/05/2022;2022-05;Logística; Usina Solar MG;Salvador;Constrular LTDA;4,05952E+14;Viagens;Traslados; Recibo;496137;Traslados referente a Usina Solar MG;;540.93;540.93;USD; Cartão; Aprovado;Fernanda Nunes
130;04/11/2024;2024-11;Engenharia;Ferrovias Centro-Oeste;FORTALEZA;Topografia Silva ME;28.476.762/1622-13;Pessoal;Benefícios;Di;601829;Benefícios referente a Ferrovias Centro-Oeste  ;1.0;675.49;675.49;BRL;TED;Pago;Paulo Andrade
1270;06/11/2024;2024-11;Compras;Eólicas NE;Manaus;Topografia Silva ME;6,31442E+14;Pessoal;Treinamento;Recibo;998165;;1.0;171,76;;USD;;Pago;Fernanda Nunes
844;25/01/2022;2022-01;Engenharia  ;DataCenter Recife;;Hotelaria Nordeste;99.935.828/3465-97;Consultoria;Ambiental; Di;;Ambiental referente a DataCenter Recife – URGENTE;20.0;409.19;8183.8;BRL;TED; Rejeitado;Renato Leal
324;17/11/2023;2023-11;Logística;Ponte Amazônia  ;Belo Horizonte;Serviços Gerais BR;3,66108E+14;Viagens;nan  ;Recibo;660190;Hospedagem referente a Ponte Amazônia;;1313.0;2626.0;BRL;Cartão;Em análise; Marta Souza
371;21/09/2022;2022-09;Financeiro;Linha 4 Metro SP;Brasília;Hotelaria Nordeste;40.999.049/8003-31 ;Viagens;Traslados; NFS-e;685690;Traslados referente a Linha 4 Metro SP;1.0;268.7;268.7;BRL;Boleto;Pendente;João Pereira
814;28/01/2022;2022-01;RH;Usina Solar MG;Salvador; Consultoria Delta;5,83885E+14;Serviços;LIMPEZA;NF-e;374798;nan  ;2.0;642.36;1284.72;BRL;PIX;Pago;Paulo Andrade
1991;05/06/2024;2024-06;Obras;Eólicas NE;Manaus;Hotelaria Nordeste;;Materiais;CIMENTO;NF-e;477481;Cimento referente a eólicas ne;5.0;604.78;;BRL;Boleto;Rejeitado;Renato Leal
336;22/06/2023;2023-06;Financeiro  ;PORTO SUL;Fortaleza;Alfa Energia S.A.;;ENERGIA;Diesel;Recibo;739974;Diesel referente a Porto Sul – URGENTE;5.0;721.74;3608.7;USD;TED;Rejeitado;BRUNO ARAÚJO
1024;07/04/2024;2024-04;Compras;Usina Solar MG; Manaus;SegurPro Monitoramento;3,9889E+11;Segurança;BRIGADA;Nf-e;188783;Brigada referente a Usina Solar MG;4.0;406,51;1626,04;BRL;Caixa;Pendente; Paulo Andrade
1505;10/06/2025;2025-06;Obras;Eólicas NE;Recife;Serviços Gerais BR;;Locação;Máquinas;NF-e;220965;Máquinas referente a Eólicas NE;;1199,98;2399,96;BRL;TED;Pago;João Pereira
696;02/04/2023;2023-04;RH;Linha 4 Metro SP;;CloudTec Soluções;1,65474E+11;Energia  ;Geradores; Di;317002;Geradores referente a Linha 4 Metro SP;20.0;1681.69;33633.8;USD;Cartão;Em análise;Paulo Andrade  
1493;19/06/2023;2023-06;ENGENHARIA;;Natal;Logisway Transportes;2,43653E+14;LOGÍSTICA;Seguro;Recibo  ;411840;Seguro referente a Saneamento PE – URGENTE;;176.44;882.2;BRL;TED;Pago;Carla Lima
216;17/07/2024;2024-07;Logística;Usina Solar MG;São Paulo;Serviços Gerais BR;1,51453E+13;Consultoria;Ambiental;NF-e;469722;Ambiental referente a Usina Solar MG;1.0;769.63;769.63;BRL;PIX;Aprovado;Bruno Araújo
1121;13/07/2024;2024-07; Logística;Refinaria RN  ;São Paulo;Companhia de Máquinas Orion;5,96085E+14;LOCAÇÃO;Veículos;DI;411087;Veículos referente a Refinaria RN;3.0;1075.05;3225.15;BRL;TED;Rejeitado;Renato Leal
812;10/06/2023;2023-06;Engenharia;Porto Sul;Salvador;Consultoria Delta;25.213.498/2254-56;Pessoal;TREINAMENTO;Boleto;993461;;3.0;1818.97;5456.91;BRL;Boleto;Pago;Bruno Araújo
1951;03/03/2024;2024-03;Obras;Ponte Amazônia; Curitiba; Logisway Transportes;4,76423E+11;Locação;Galpão;NF-e;849250;Galpão referente a Ponte Amazônia;2.0;;1516.52;BRL;Caixa;Pendente; Fernanda Nunes
159;25/09/2023;2023-09;Engenharia;DataCenter Recife;;Topografia silva me;30.242.685/9062-49;Consultoria;Engenharia;Recibo;414232;Engenharia referente a DataCenter Recife;4.0;120,34;481,36;BRL;Cartão;Aprovado; Marta Souza
1319;17/08/2023;2023-08;Segurança;;Curitiba;COMPANHIA DE MÁQUINAS ORION;75.398.641/8688-94;Materiais;Aço;Di;915092;Aço referente a Linha 4 Metro SP;10.0;1268,82;12688,2;USD;;Pendente;Renato Leal
1834;24/11/2023;2023-11;Engenharia;Usina Solar MG;Brasília;Hotelaria Nordeste;2,84646E+13;Consultoria;Ambiental;Recibo;308569;Ambiental referente a Usina Solar MG;4.0;231,88;927,52;BRL;Boleto;Pago;Bruno Araújo
1981;18/06/2025;2025-06; Financeiro;Eólicas NE;Natal  ;Topografia Silva ME;;Serviços;Montagem;NFS-e  ;861904;Montagem referente a Eólicas NE;10.0;896.0;8960.0;EUR;PIX;Aprovado  ;Carla Lima
865;31/05/2023;2023-05;Manutenção;Usina Solar MG;Recife;Oficina do Aço;68.294.249/0351-67;Viagens;Alimentação;NF-e;859945;Nan;10.0;597.5;5975.0;BRL;Cartão;Pendente;Renato Leal
842;25/05/2022;2022-05;TI;Porto sul;;Global Tools Brasil;82.568.431/2413-03;TI;Hardware;Di;253514;Hardware referente a Porto Sul;1.0;338.0;338.0;BRL;;Pendente;Renato Leal
635;24/06/2023;2023-06;Financeiro; Usina Solar MG; São Paulo;Oficina do Aço;3,94276E+14;Consultoria;Fiscal; Di;744116;Fiscal referente a Usina Solar MG;10.0;947,72;nan;BRL;nan  ;Pendente;Bruno Araújo
517;17/03/2022;2022-03;Logística;Saneamento PE;Curitiba;Alfa Energia S.A.;9,9761E+14;Energia;GERADORES;Boleto;792473;Geradores referente a Saneamento PE;4.0;268.02;1072.08;BRL;Cartão;Rejeitado;JOÃO PEREIRA
1545;17/07/2025;2025-07;Engenharia;Refinaria RN;São Paulo;Transportes Atlântico;3,93491E+14;TI;LICENÇAS;Boleto;323561;Licenças referente a Refinaria RN;3.0;79.44;238.32;USD;Boleto;Pago;Paulo Andrade
1641;02/08/2022;2022-08;TI;Ferrovias Centro-Oeste; Manaus;Constrular LTDA  ;5,33838E+11;Segurança;Alarmes;NF-e;204613;ALARMES REFERENTE A FERROVIAS CENTRO-OESTE;2.0;202.0;404.0;BRL;;Pago;RENATO LEAL
598;22/07/2024;2024-07;Segurança;;BRASÍLIA; Alfa Energia S.A.;96.940.576/1438-90;Serviços;SOLDAGEM;Recibo;159485;Soldagem referente a DataCenter Recife;5.0;424.67;2123.35;BRL;PIX;Pago;Paulo Andrade
196;21/10/2022;2022-10;Segurança;Saneamento PE;Curitiba;Logisway Transportes;9,38479E+11;Logística;Frete;Boleto;299372;Frete referente a Saneamento PE;1.0;576.29;;BRL;Caixa;Em análise;Bruno Araújo
